13	12	56	57	22	55
26	63	22	21	64	34	35
70	34	33	71	43
69	25	26	36	37
57	16	17	27	20	21
62	15	55	63	25
68	36	35	70	42
56	11	6	10	16
64	20	65	32	33
44	71	32	31	45	47
41	42	43	44	48	73
67	38	37	68	41	40
61	54	62	69	38	24
14	4	60	13	15	54
5	58	11	12	60
2	1	59	6	58
59	7	9	19	17	10
27	19	18	30	31	65
45	30	28	29	46
48	47	46	49	74
39	40	73	74	72
66	23	24	67	39
53	51	14	61	23
3	50	2	5	4	51
50	0	52	7	1
9	52	8	28	18
66	72	49	29	8	0	3	53
