26	24	23
24	15	23
23	15	14
26	23	22
23	13	22
23	14	13
15	7	14
24	16	15
26	25	24
24	25	16
15	16	7
14	7	0
14	0	13
13	0	5
22	13	12
13	5	12
7	4	0
7	16	4
16	25	17
16	17	4
4	8	1
0	4	1
0	1	5
26	22	21
22	12	21
5	3	12
5	1	3
4	17	8
25	18	17
25	26	18
17	18	9
8	17	9
8	9	2
1	8	2
1	6	2
3	1	6
3	6	11
12	3	11
12	11	21
26	21	20
21	11	20
11	10	20
6	10	11
6	2	10
2	9	10
9	18	19
18	26	19
9	19	10
10	19	20
19	26	20
