0	16
3.4	16.8
5.5	19.9
6.2	33.3
8.4	30
7.9	26.6
11.1	18.9
10.2	11.6
9.5	3.5
12.3	7.3
13	13.6
13.8	21.2
13.2	25
16.7	26.8
17.7	32.5
18.9	29.6
17.4	20.7
17.5	12.7
21.5	6.6
21.8	10.1
23.1	18.2
20.4	20.7
20.9	24.5
21.3	38.7
22.1	35.1
23.8	29.1
23.8	24.8
25	12.3
25.5	5
24.6	0
32.4	9.6
30.7	11.9
31.4	15
28.4	18.1
29.2	21.1
26.9	24.7
27.6	28.8
27.4	29
28	32.3
37.4	34.7
36.4	32
37.2	27.8
34.4	26
34.3	21.3
35.5	19
38.6	10.9
42.2	8.3
39.7	18.6
41.9	21.6
46.4	21.5
